web-scraper-order,web-scraper-start-url,title,house,totalPrice,unitPrice,area,houseInfo
"1624765031-10363","https://hz.lianjia.com/ershoufang/yuhang/pg1","好格局，楼层好，视野宽阔，采光充足","新明半岛","269万","单价30040元/平米","闲林","3室2厅 | 89.55平米 | 南 | 毛坯 | 中楼层(共13层)  | 板楼"
"1624764892-9089","https://hz.lianjia.com/ershoufang/yuhang/pg43","简单装修，户型好，位置好 价格真实","绿城桃源小镇","298万","单价33090元/平米","闲林","2室1厅 | 90.06平米 | 南 | 精装 | 11层  | 板楼"
"1624764963-9728","https://hz.lianjia.com/ershoufang/yuhang/pg22","中间 楼层  三开间 大阳台 诚心出售","绿城桃源小镇","355万","单价39462元/平米","闲林","3室2厅 | 89.96平米 | 南 | 简装 | 31层  | 板塔结合"
"1624764987-9933","https://hz.lianjia.com/ershoufang/yuhang/pg15","东边套、交通便利、视野宽阔、采光充足、配套设施齐全","昆仑华府","340万","单价38707元/平米","良渚","4室2厅 | 87.84平米 | 南 北 | 精装 | 18层  | 板楼"
"1624765006-10123","https://hz.lianjia.com/ershoufang/yuhang/pg9","余杭菜场旁 刚需3房 南北朝向 诚心出售满五年","通济路1-12号","220万","单价24472元/平米","未来科技城","3室2厅 | 89.9平米 | 南 北 | 简装 | 6层  | 板楼"
"1624764771-8000","https://hz.lianjia.com/ershoufang/yuhang/pg80","禹航路地铁口不靠高架自住精装（全屋硅藻泥） 随时看","融创金成英特学府","366万","单价41060元/平米","未来科技城","3室2厅 | 89.14平米 | 南 | 精装 | 18层  | 板楼"
"1624764917-9343","https://hz.lianjia.com/ershoufang/yuhang/pg35","南北通透中间楼层，视野开阔采光充足，配套齐全","竹海水韵","418万","单价30222元/平米","闲林","3室2厅 | 138.31平米 | 南 北 | 精装 | 中楼层(共10层)  | 板塔结合"
"1624764716-7545","https://hz.lianjia.com/ershoufang/yuhang/pg95","自住精装 改善好房 动静分离  诚心出售","新明半岛","580万","单价36144元/平米","闲林","4室2厅 | 160.47平米 | 南 北 | 精装 | 11层  | 板塔结合"
"1624764768-7967","https://hz.lianjia.com/ershoufang/yuhang/pg81","地铁口 精装自住好房 融创英特学府","融创金成英特学府","379.5万","单价42379元/平米","未来科技城","3室2厅 | 89.55平米 | 南 | 精装 | 18层  | 板楼"
"1624764824-8481","https://hz.lianjia.com/ershoufang/yuhang/pg64","科技城  户型方正 楼层好 业主换房诚心出","大华西溪风情澄品","520万","单价58375元/平米","西溪","3室2厅 | 89.08平米 | 南 | 简装 | 9层  | 板楼"
"1624765009-10155","https://hz.lianjia.com/ershoufang/yuhang/pg8","未来府3房2厅2卫，中间楼层，诚心出售，看房方便","佳源未来府","318万","单价36141元/平米","未来科技城","3室2厅 | 87.99平米 | 北 南 | 毛坯 | 中楼层(共18层)  | 板塔结合"
"1624764963-9713","https://hz.lianjia.com/ershoufang/yuhang/pg22","绿城物业，精装修带地暖，拎包入住，三开间朝南","绿城桃源小镇","350万","单价38933元/平米","闲林","3室2厅 | 89.9平米 | 南 北 | 精装 | 33层  | 板塔结合"
"1624764784-8103","https://hz.lianjia.com/ershoufang/yuhang/pg76","未来科技城板块 近地铁 新小区 居住环境好 交通方便","众安学君里","300万","单价33486元/平米","未来科技城","3室1厅 | 89.59平米 | 南 北 | 毛坯 | 低楼层(共24层)  | 板楼"
"1624765000-10051","https://hz.lianjia.com/ershoufang/yuhang/pg11","绿城品质，朝南双阳台，采光充足，小区内部配套齐全","绿城桃源小镇品霞苑","380万","单价30537元/平米","闲林","4室2厅 | 124.44平米 | 南 北 | 毛坯 | 高楼层(共29层)  | 板楼"
"1624764716-7536","https://hz.lianjia.com/ershoufang/yuhang/pg95","此房诚售，润泽园电梯房，户型方正，带阳台","竹海水韵","345万","单价32013元/平米","闲林","2室2厅 | 107.77平米 | 南 | 精装 | 低楼层(共9层)  | 板楼"
"1624764787-8124","https://hz.lianjia.com/ershoufang/yuhang/pg75","此房三房两卫，简单装修，楼层好，业主诚心出售","昆仑华府","288万","单价32466元/平米","良渚","3室2厅 | 88.71平米 | 南 | 简装 | 18层  | 板楼"
"1624765012-10162","https://hz.lianjia.com/ershoufang/yuhang/pg7","西溪华东园 3室1厅 南","西溪华东园","455万","单价52024元/平米","翡翠城","3室1厅 | 87.46平米 | 南 | 精装 | 高楼层(共18层)  | 板楼"
"1624764987-9942","https://hz.lianjia.com/ershoufang/yuhang/pg15","未来科技城翡翠城地铁口自住环保精装诚心出售地铁口","翡翠城二期","375万","单价44030元/平米","翡翠城","2室2厅 | 85.17平米 | 南 | 精装 | 12层  | 板楼"
"1624764696-7395","https://hz.lianjia.com/ershoufang/yuhang/pg100","湿地景观房边套大面积看房方便的","融创金成未来海","758万","单价54415元/平米","闲林","4室2厅 | 139.3平米 | 南 北 | 精装 | 16层  | 板楼"
"1624764882-9020","https://hz.lianjia.com/ershoufang/yuhang/pg46","满五年 业主诚心出售 目前在出租","岸上蓝山","293万","单价25494元/平米","闲林","3室2厅 | 114.93平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼"
"1624765018-10226","https://hz.lianjia.com/ershoufang/yuhang/pg5","楼层位置好，视野开阔。采光充足。","雅居乐国际花园","260万","单价32052元/平米","闲林","2室1厅 | 81.12平米 | 南 北 | 简装 | 高楼层(共34层)  | 板楼"
"1624764933-9449","https://hz.lianjia.com/ershoufang/yuhang/pg31","春风里精装修西边套，全明户型，诚心卖，附带车位一个","竹海水韵春风里","415万","单价31926元/平米","闲林","3室2厅 | 129.99平米 | 南 | 精装 | 18层  | 板塔结合"
"1624764774-8024","https://hz.lianjia.com/ershoufang/yuhang/pg79","房子西边套 三房一卫 楼层好 有装修诚心出售","逸居城","265万","单价29900元/平米","勾庄","3室2厅 | 88.63平米 | 南 北 | 简装 | 18层  | 板塔结合"
"1624764936-9483","https://hz.lianjia.com/ershoufang/yuhang/pg30","满五年 精装修  有钥匙 随时方便看房","竹海水韵春风里","400万","单价36190元/平米","闲林","3室1厅 | 110.53平米 | 南 | 精装 | 18层  | 板塔结合"
"1624764895-9113","https://hz.lianjia.com/ershoufang/yuhang/pg42","品质开发商 环境好 居住舒适 户型方正","融创金成西溪海","500万","单价37920元/平米","闲林","3室1厅 | 131.86平米 | 南 | 精装 | 18层  | 板塔结合"
"1624764993-10000","https://hz.lianjia.com/ershoufang/yuhang/pg13","50年产权，loft4.79米层高，通燃气。","理想西溪金座","142万","单价23203元/平米","未来科技城","3室2厅 | 61.2平米 | 南 | 精装 | 9层  | 塔楼"
"1624764917-9328","https://hz.lianjia.com/ershoufang/yuhang/pg35","海伦堡锦棠精装修交付房，业主诚心出售","海伦堡棠锦","360万","单价40441元/平米","闲林","3室2厅 | 89.02平米 | 南 | 精装 | 高楼层(共9层)  | 板楼"
"1624764821-8438","https://hz.lianjia.com/ershoufang/yuhang/pg65","全明结构 业主诚心出售 户型正气","万科北宸之光二期","375万","单价41872元/平米","万达广场","3室1厅 | 89.56平米 | 南 | 精装 | 28层  | 板楼"
"1624764882-8993","https://hz.lianjia.com/ershoufang/yuhang/pg46","新明半岛 3室2厅 南","新明半岛","468万","单价35802元/平米","闲林","3室2厅 | 130.72平米 | 南 | 精装 | 11层  | 板塔结合"
"1624764746-7782","https://hz.lianjia.com/ershoufang/yuhang/pg87","次新小区                  楼层好户型正","昆仑华府","300万","单价33819元/平米","良渚","3室2厅 | 88.71平米 | 南 | 简装 | 18层  | 板楼"
"1624764840-8613","https://hz.lianjia.com/ershoufang/yuhang/pg59","自住精装三房，纯东边套，全明户型","庭院深深","298万","单价34435元/平米","未来科技城","3室2厅 | 86.54平米 | 南 | 精装 | 18层  | 板楼"
"1624764904-9228","https://hz.lianjia.com/ershoufang/yuhang/pg39","桃源小镇 环境优美 小洋房户型","绿城桃源小镇","238万","单价36459元/平米","闲林","2室1厅 | 65.28平米 | 南 | 简装 | 7层  | 板塔结合"
"1624764959-9710","https://hz.lianjia.com/ershoufang/yuhang/pg23","精装修，小三房，板块位置好，总价低，业主高素质！","融创金成未来海","420万","单价51496元/平米","闲林","3室2厅 | 81.56平米 | 南 北 | 精装 | 18层  | 板塔结合"
"1624764804-8300","https://hz.lianjia.com/ershoufang/yuhang/pg70","五常板块 小面积西边套 近地铁 总价低","盛世嘉园","290万","单价32951元/平米","闲林","2室2厅 | 88.01平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合"
"1624764886-9045","https://hz.lianjia.com/ershoufang/yuhang/pg45","地铁口 纯边套， 大三房 金成管理 随时看房","新南湖绿苑","300万","单价24272元/平米","闲林","3室1厅 | 123.6平米 | 南 | 简装 | 17层  | 平房"
"1624764817-8415","https://hz.lianjia.com/ershoufang/yuhang/pg66","保亿丽景山为山地中高层，社区为仓前板块","保亿丽景山","375万","单价42789元/平米","未来科技城","3室2厅 | 87.64平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼"
"1624764857-8778","https://hz.lianjia.com/ershoufang/yuhang/pg54","盛世嘉园改善大三房，户型好，采光不错，看房方便！","盛世嘉园","338万","单价30109元/平米","闲林","3室2厅 | 112.26平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合"
"1624764854-8731","https://hz.lianjia.com/ershoufang/yuhang/pg55","房东诚心出售，木兰苑精装房源，满五唯一","闲林山水木兰苑","360万","单价28407元/平米","闲林","3室2厅 | 126.73平米 | 南 | 精装 | 5层  | 板塔结合"
"1624764716-7538","https://hz.lianjia.com/ershoufang/yuhang/pg95","自住装修 环境好 电梯房 地铁口看房随时联系","新明半岛","300万","单价32179元/平米","闲林","2室2厅 | 93.23平米 | 南 | 精装 | 11层  | 板塔结合"
"1624765031-10370","https://hz.lianjia.com/ershoufang/yuhang/pg1","绿城品质小区 多层花园洋房 采光好","绿城桃源小镇","420万","单价32291元/平米","闲林","4室2厅 | 130.07平米 | 南 | 毛坯 | 中楼层(共6层)  | 板塔结合"
"1624764757-7857","https://hz.lianjia.com/ershoufang/yuhang/pg84","卓悦华庭 网红小区 万人摇号自带泳池 环境好","卓越蔚蓝领秀二期","250万","单价27921元/平米","星桥","3室1厅 | 89.54平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼"
"1624764966-9742","https://hz.lianjia.com/ershoufang/yuhang/pg21","满五！顶跃纯毛胚，带大露台，可自由改造，看房方便","绿城桃源小镇","350万","单价24267元/平米","闲林","4室2厅 | 144.23平米 | 东 | 毛坯 | 11层  | 板塔结合"
"1624764800-8246","https://hz.lianjia.com/ershoufang/yuhang/pg71","中间楼层，户型好，通分采光好，满五年税增值税","庭院深深","280万","单价31244元/平米","未来科技城","3室1厅 | 89.62平米 | 南 | 简装 | 26层  | 板楼"
"1624764966-9770","https://hz.lianjia.com/ershoufang/yuhang/pg21","绿城物业 西边套 中间好楼层 房东诚心出售","绿城桃源小镇","312万","单价37272元/平米","闲林","3室2厅 | 83.71平米 | 南 | 精装 | 33层  | 板塔结合"
"1624764723-7597","https://hz.lianjia.com/ershoufang/yuhang/pg93","可以注册公司 总价低 装修清爽 诚心出售","良渚十六街区","118万","单价13777元/平米","良渚","3室2厅 | 85.65平米 | 南 | 简装 | 4层  | 板楼"
"1624764778-8037","https://hz.lianjia.com/ershoufang/yuhang/pg78","爱丁郡 背靠湿地 英伦古堡风格 中间楼层 采光好","爱丁郡","400万","单价43526元/平米","翡翠城","3室1厅 | 91.9平米 | 南 | 精装 | 7层  | 板楼"
"1624764723-7583","https://hz.lianjia.com/ershoufang/yuhang/pg93","西边套 满五唯一 精装直接拎包入住","玉都枫景","300万","单价34037元/平米","良渚","3室2厅 | 88.14平米 | 西南 | 精装 | 11层  | 板塔结合"
"1624764959-9695","https://hz.lianjia.com/ershoufang/yuhang/pg23","次新小区西溪海边套户型  采光好","融创金成西溪海","400万","单价45486元/平米","闲林","3室1厅 | 87.94平米 | 南 东 | 精装 | 18层  | 板塔结合"
"1624764739-7712","https://hz.lianjia.com/ershoufang/yuhang/pg89","万科品质 有花园带着地下室 地铁口 业主自住","万科星空","650万","单价72247元/平米","未来科技城","3室2厅 | 89.97平米 | 南 北 | 精装 | 低楼层(共11层)  | 板塔结合"
"1624764975-9832","https://hz.lianjia.com/ershoufang/yuhang/pg18","房东因套现急需处理，带有地下室，高档小区人车分流","和昌府","365万","单价32222元/平米","良渚","4室2厅 | 113.28平米 | 南 北 | 毛坯 | 18层  | 板楼"
"1624764876-8955","https://hz.lianjia.com/ershoufang/yuhang/pg48","房东婚房装修，平时住的也好，装修保养很好，满两年","金岸提香","339万","单价26156元/平米","闲林","3室2厅 | 129.61平米 | 南 | 精装 | 16层  | 板楼"
"1624764700-7422","https://hz.lianjia.com/ershoufang/yuhang/pg99","：户型方正，全明楼层好，视野开阔采光好","岸上蓝山","370万","单价21291元/平米","闲林","4室2厅 | 173.79平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼"
"1624764821-8442","https://hz.lianjia.com/ershoufang/yuhang/pg65","广和美地兰庭 3室1厅 南","广和美地兰庭","230万","单价25584元/平米","仁和","3室1厅 | 89.9平米 | 南 | 精装 | 11层  | 板楼"
"1624764953-9635","https://hz.lianjia.com/ershoufang/yuhang/pg25","不靠高架、中上楼层自住装修，采光好视野好、诚心出售","新西湖小镇","275万","单价32954元/平米","闲林","3室2厅 | 83.45平米 | 南 | 精装 | 11层  | 板楼"
"1624764936-9480","https://hz.lianjia.com/ershoufang/yuhang/pg30","联胜路地铁口，人车分流，高楼层","佳兆业西溪璞园","385万","单价43157元/平米","闲林","3室2厅 | 89.21平米 | 南 | 精装 | 18层  | 板楼"
"1624764857-8772","https://hz.lianjia.com/ershoufang/yuhang/pg54","一楼大花园无遮挡 东边套 精装修拎包入住 看房方便","爵士风情花园","350万","单价25871元/平米","闲林","3室2厅 | 135.29平米 | 南 | 精装 | 低楼层(共6层)  | 板楼"
"1624764831-8516","https://hz.lianjia.com/ershoufang/yuhang/pg62","满五唯一 地铁口，精装三房朝南，楼层佳，房东诚心卖","青枫墅园三期","450万","单价50500元/平米","未来科技城","3室2厅 | 89.11平米 | 南 | 精装 | 高楼层(共18层)  | 板楼"
"1624764907-9232","https://hz.lianjia.com/ershoufang/yuhang/pg38","诚心出售、桃源小镇、满五不唯一、楼层居中 采光好","绿城桃源小镇","485万","单价34705元/平米","闲林","4室2厅 | 139.75平米 | 南 | 精装 | 31层  | 板塔结合"
"1624764723-7593","https://hz.lianjia.com/ershoufang/yuhang/pg93","毛坯大五房，可塑性高，楼层好，视野佳","竹海水韵","580万","单价27117元/平米","闲林","5室2厅 | 213.89平米 | 南 | 毛坯 | 高楼层(共5层)  | 板塔结合"
"1624765009-10148","https://hz.lianjia.com/ershoufang/yuhang/pg8","高品质小区 自带泳池 两梯两户 随时可以看房","卓越蔚蓝领秀二期","245万","单价27256元/平米","星桥","3室1厅 | 89.89平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼"
"1624764886-9039","https://hz.lianjia.com/ershoufang/yuhang/pg45","融信澜天，精装修，未入住，双车位，中高楼层","融信澜天","400万","单价44844元/平米","良渚","3室2厅 | 89.2平米 | 南 | 精装 | 34层  | 板楼"
"1624764784-8117","https://hz.lianjia.com/ershoufang/yuhang/pg76","自住装修   西边套  楼层优  全明户型","盛世嘉园","420万","单价28057元/平米","闲林","4室2厅 | 149.7平米 | 南 西 北 | 精装 | 中楼层(共5层)  | 板塔结合"
"1624764907-9253","https://hz.lianjia.com/ershoufang/yuhang/pg38","滨江物业，全明户型，楼层好，视野开阔，采光充足","滨江万家名城二期","410万","单价46312元/平米","万达广场","3室2厅 | 88.53平米 | 南 | 简装 | 22层  | 塔楼"
"1624764817-8406","https://hz.lianjia.com/ershoufang/yuhang/pg66","此房采光充足，配套设施齐全，近地铁","庭院深深","298万","单价33420元/平米","未来科技城","3室2厅 | 89.17平米 | 南 | 简装 | 15层  | 板楼"
"1624764757-7869","https://hz.lianjia.com/ershoufang/yuhang/pg84","融信澜天  地铁口的大三房 全明  双阳台 开间宽","融信澜天","356万","单价40055元/平米","良渚","3室2厅 | 88.88平米 | 南 | 毛坯 | 34层  | 板塔结合"
"1624764739-7729","https://hz.lianjia.com/ershoufang/yuhang/pg89","未来科技城CBD板块，浙一医院旁，地铁口，交通方便","中南樾府","760万","单价85471元/平米","未来科技城","3室2厅 | 88.92平米 | 南 北 | 精装 | 中楼层(共24层)  | 板塔结合"
"1624764876-8950","https://hz.lianjia.com/ershoufang/yuhang/pg48","精致装修，可拎包入住，环境优美","新明半岛","450万","单价28115元/平米","闲林","3室2厅 | 160.06平米 | 南 | 精装 | 8层  | 板楼"
"1624764735-7690","https://hz.lianjia.com/ershoufang/yuhang/pg90","此房自住采光好 满五税费少电梯房中间楼层","人和家园","405万","单价30950元/平米","留下","3室2厅 | 130.86平米 | 南 北 | 精装 | 11层  | 板楼"
"1624764946-9563","https://hz.lianjia.com/ershoufang/yuhang/pg27","全明西边套户型，全新40万精装修，视野开阔采光好","融创金成西溪海","450万","单价50574元/平米","闲林","3室2厅 | 88.98平米 | 南 | 精装 | 18层  | 板楼"
"1624764840-8616","https://hz.lianjia.com/ershoufang/yuhang/pg59","名城博园开发商精装修3房2厅1卫拎包入住房东诚心出售","万科名城博园","270万","单价30627元/平米","勾庄","3室2厅 | 88.16平米 | 南 北 | 精装 | 30层  | 板塔结合"
"1624764814-8390","https://hz.lianjia.com/ershoufang/yuhang/pg67","好位置 三居室 简装修 诚心出售","景瑞御蓝湾","299万","单价33706元/平米","未来科技城","3室2厅 | 88.71平米 | 南 东南 | 简装 | 24层  | 板楼"
"1624764979-9867","https://hz.lianjia.com/ershoufang/yuhang/pg17","满五唯一，沿河景观房，看房方便有钥匙","万科北宸之光一期","535万","单价41988元/平米","万达广场","4室1厅 | 127.42平米 | 南 西南 | 精装 | 28层  | 板楼"
"1624764914-9296","https://hz.lianjia.com/ershoufang/yuhang/pg36","竹海水韵，润泽园三房，环境优美，户型好","竹海水韵","405万","单价29393元/平米","闲林","3室2厅 | 137.79平米 | 南 | 精装 | 低楼层(共9层)  | 板塔结合"
"1624764840-8603","https://hz.lianjia.com/ershoufang/yuhang/pg59","未来科技城板块青枫墅园中间套楼层高视野佳采光好","青枫墅园三期","450万","单价50636元/平米","未来科技城","3室1厅 | 88.87平米 | 南 | 简装 | 中楼层(共18层)  | 板楼"
"1624764804-8279","https://hz.lianjia.com/ershoufang/yuhang/pg70","绿城建造，，前面无遮挡，客厅*大落地窗，大四房","绿城桃源小镇品霞苑","420万","单价33662元/平米","闲林","4室1厅 | 124.77平米 | 南 北 | 毛坯 | 高楼层(共20层)  | 板塔结合"
"1624764983-9917","https://hz.lianjia.com/ershoufang/yuhang/pg16","本房 大二房 自住精装修 楼层好  采光充足","东田玉城","227万","单价25869元/平米","良渚","2室2厅 | 87.75平米 | 东南 | 精装 | 11层  | 板塔结合"
"1624764949-9618","https://hz.lianjia.com/ershoufang/yuhang/pg26","业主自住精装修，飞机户型，中间套。楼层好，视野好","融创金成西溪海","388万","单价44187元/平米","闲林","3室2厅 | 87.81平米 | 南 | 精装 | 18层  | 板塔结合"
"1624764969-9793","https://hz.lianjia.com/ershoufang/yuhang/pg20","房东自住精装修 采光好 民用电通燃气 层高4.79米","豪波西溪润景","130万","单价24762元/平米","未来科技城","2室2厅 | 52.5平米 | 东 | 精装 | 中楼层(共10层)  | 板楼"
"1624764817-8402","https://hz.lianjia.com/ershoufang/yuhang/pg66","中间楼层，自住精装修，动静分离户型","新城西溪逸境","535万","单价63172元/平米","未来科技城","3室1厅 | 84.69平米 | 南 | 精装 | 低楼层(共8层)  | 板楼"
"1624764949-9595","https://hz.lianjia.com/ershoufang/yuhang/pg26","中间楼层，户型正气，25W精装","雅居乐国际花园","300万","单价33780元/平米","闲林","3室2厅 | 88.81平米 | 南 | 精装 | 高楼层(共34层)  | 板楼"
"1624764807-8330","https://hz.lianjia.com/ershoufang/yuhang/pg69","雅居乐国际花园 4室2厅 南","雅居乐国际花园","398万","单价31339元/平米","闲林","4室2厅 | 127平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合"
"1624764708-7481","https://hz.lianjia.com/ershoufang/yuhang/pg97","未来科技城2.0板块精装修住宅出售，房东诚心卖","竹海水韵","320万","单价31703元/平米","闲林","2室1厅 | 100.94平米 | 南 | 精装 | 18层  | 板楼"
"1624764743-7744","https://hz.lianjia.com/ershoufang/yuhang/pg88","万科缦云坊  精装修  三房两卫  房东诚心出售","万科缦云坊","300万","单价33528元/平米","良渚","3室2厅 | 89.48平米 | 南 | 精装 | 9层  | 板楼"
"1624764837-8581","https://hz.lianjia.com/ershoufang/yuhang/pg60","未来科技城 翡翠城三期 近地铁 精装修视野好 诚心出售","翡翠城三期","469万","单价54051元/平米","翡翠城","3室2厅 | 86.77平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼"
"1624764821-8443","https://hz.lianjia.com/ershoufang/yuhang/pg65","阿里旁 精装低密度洋房 房东诚心出售","大华西溪风情澄品","565万","单价65432元/平米","西溪","3室2厅 | 86.35平米 | 南 | 精装 | 7层  | 板楼"
"1624764817-8396","https://hz.lianjia.com/ershoufang/yuhang/pg66","东边套自住精装三房，高楼层视野好，禹航路地铁600米","景瑞御蓝湾","300万","单价33501元/平米","未来科技城","3室1厅 | 89.55平米 | 南 | 精装 | 24层  | 板楼"
"1624764851-8695","https://hz.lianjia.com/ershoufang/yuhang/pg56","桃源小镇法式叠墅，房东诚心出售，小区环境好","绿城桃源小镇","600万","单价41178元/平米","闲林","4室2厅 | 145.71平米 | 南 | 毛坯 | 下叠(共5层)  | 板塔结合 | 叠拼别墅"
"1624764911-9284","https://hz.lianjia.com/ershoufang/yuhang/pg37","业主诚心出售，满五唯一，采光佳，位置，保养还不错！","绿城桃源小镇","368万","单价40018元/平米","闲林","5室2厅 | 91.96平米 | 南 | 简装 | 32层  | 板塔结合"
"1624764700-7419","https://hz.lianjia.com/ershoufang/yuhang/pg99","房东自住精装修，客厅带阳台边套户型，诚心出售！","奥克斯缔逸城","337万","单价37696元/平米","良渚","3室2厅 | 89.4平米 | 东 | 精装 | 31层  | 板塔结合"
"1624764886-9040","https://hz.lianjia.com/ershoufang/yuhang/pg45","海德公园精装修好房 业主诚心出售看房随时方便","海德公园","420万","单价47139元/平米","勾庄","3室2厅 | 89.1平米 | 南 | 精装 | 中楼层(共26层)  | 塔楼"
"1624764959-9688","https://hz.lianjia.com/ershoufang/yuhang/pg23","融创金成西溪海 3室1厅 南","融创金成西溪海","400万","单价44594元/平米","闲林","3室1厅 | 89.7平米 | 南 | 精装 | 18层  | 板塔结合"
"1624764743-7755","https://hz.lianjia.com/ershoufang/yuhang/pg88","经典边套户型。诚心出售，楼层好。采光通透","上实海上海二期","360万","单价40251元/平米","良渚","3室1厅 | 89.44平米 | 南 | 简装 | 27层  | 板楼"
"1624764753-7832","https://hz.lianjia.com/ershoufang/yuhang/pg85","开发商全新装修交付 业主自住 带新风，地暖，空调","华夏四季","690万","单价77337元/平米","未来科技城","3室1厅 | 89.22平米 | 南 北 | 精装 | 低楼层(共21层)  | 板楼"
"1624764929-9413","https://hz.lianjia.com/ershoufang/yuhang/pg32","房东很急卖！新明半岛婚房精装！北面沿河，楼层好！","新明半岛","420万","单价29582元/平米","闲林","3室2厅 | 141.98平米 | 南 | 精装 | 11层  | 板塔结合"
"1624765009-10136","https://hz.lianjia.com/ershoufang/yuhang/pg8","电梯房满五省税成本低，千米内达地铁，房东诚售随时签","东田玉城","253万","单价28288元/平米","良渚","3室2厅 | 89.44平米 | 南 北 | 毛坯 | 11层  | 板塔结合"
"1624764834-8544","https://hz.lianjia.com/ershoufang/yuhang/pg61","自住精装修，保养很好，户型方正，采光好","万科名城博园","295万","单价33413元/平米","勾庄","3室2厅 | 88.29平米 | 南 | 精装 | 28层  | 板楼"
"1624765022-10269","https://hz.lianjia.com/ershoufang/yuhang/pg4","两房客厅带大阳台  楼层好 不沿高架","爵士风情花园","260万","单价32639元/平米","闲林","2室2厅 | 79.66平米 | 南 | 精装 | 6层  | 板楼"
"1624764765-7922","https://hz.lianjia.com/ershoufang/yuhang/pg82","户型方正，楼层好，夫妻自住，交通方便。","富力新线公园","495万","单价55191元/平米","未来科技城","3室1厅 | 89.69平米 | 南 | 精装 | 中楼层(共11层)  | 板楼"
"1624764983-9910","https://hz.lianjia.com/ershoufang/yuhang/pg16","铭雅苑双地铁，楼层采光好，两房朝南，使用面积多","铭雅苑东区","280万","单价34331元/平米","三墩","2室2厅 | 81.56平米 | 南 | 精装 | 高楼层(共6层)  | 板楼"
"1624764886-9051","https://hz.lianjia.com/ershoufang/yuhang/pg45","桃源小镇 花园洋房 精装修 高楼层视野开阔 带车位！！","绿城桃源小镇","268万","单价40761元/平米","闲林","2室2厅 | 65.75平米 | 南 | 精装 | 6层  | 板塔结合"
"1624764727-7623","https://hz.lianjia.com/ershoufang/yuhang/pg92","欣龙华府电梯房，中间楼层，采光好","欣龙华府公寓","410万","单价29370元/平米","未来科技城","3室2厅 | 139.6平米 | 南 | 简装 | 12层  | 板楼"
"1624764787-8131","https://hz.lianjia.com/ershoufang/yuhang/pg75","中间套 采光视野好 简单装修 房东诚心..","奥克斯缔逸城","270万","单价31881元/平米","良渚","3室2厅 | 84.69平米 | 南 | 简装 | 25层  | 板塔结合"
"1624764731-7665","https://hz.lianjia.com/ershoufang/yuhang/pg91","满五唯一，中间楼层采光好视野好，自住装修诚心售。","昆仑府","398万","单价44490元/平米","西溪","2室2厅 | 89.46平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼"
"1624764997-10041","https://hz.lianjia.com/ershoufang/yuhang/pg12","满五唯一，精装自住，跃层，采光无遮挡！","北秀蓝湾花苑","290万","单价22157元/平米","良渚","3室2厅 | 130.89平米 | 南 北 | 精装 | 11层  | 板塔结合"
"1624764854-8747","https://hz.lianjia.com/ershoufang/yuhang/pg55","满了五年 仅有一套 边套 精装修 大三房 诚心出售","怡景花城鸣翠苑","365万","单价30379元/平米","闲林","3室2厅 | 120.15平米 | 南 北 | 精装 | 6层  | 板塔结合"
"1624764993-9985","https://hz.lianjia.com/ershoufang/yuhang/pg13","墩祥街地铁站旁亲亲家园电梯顶跃满五唯一不沿马路","亲亲家园一期","580万","单价31797元/平米","三墩","3室2厅 | 182.41平米 | 南 北 | 精装 | 9层  | 板楼"
"1624764940-9507","https://hz.lianjia.com/ershoufang/yuhang/pg29","精装拎包入住，小区环境优美，三开间朝南。","东海闲湖城印象加州","300万","单价33861元/平米","闲林","3室2厅 | 88.6平米 | 南 | 精装 | 32层  | 板楼"
"1624764800-8245","https://hz.lianjia.com/ershoufang/yuhang/pg71","五常装修房 房东诚心出售  看房提前联系","盛世嘉园","245万","单价27883元/平米","闲林","2室2厅 | 87.87平米 | 南 | 精装 | 中楼层(共18层)  | 板楼"
"1624765031-10359","https://hz.lianjia.com/ershoufang/yuhang/pg1","此房三房两卫，楼层好，视野开阔，采光充足，位置好","雅居乐国际花园","305万","单价34301元/平米","闲林","3室2厅 | 88.92平米 | 南 北 | 精装 | 33层  | 板楼"
"1624764712-7517","https://hz.lianjia.com/ershoufang/yuhang/pg96","80万装修带车位未来科技城1.0板块","赞成乐山红叶","430万","单价33406元/平米","闲林","4室2厅 | 128.72平米 | 南 | 精装 | 20层  | 塔楼"
"1624765031-10369","https://hz.lianjia.com/ershoufang/yuhang/pg1","小区近大门位置，三期，楼间距开阔。装修好的","新明半岛","405万","单价31095元/平米","闲林","3室2厅 | 130.25平米 | 南 北 | 精装 | 9层  | 板楼"
"1624764933-9459","https://hz.lianjia.com/ershoufang/yuhang/pg31","业主诚售，融创精装品质，边套户型采光好，89方3室2厅","融创金成江南府","370万","单价41337元/平米","闲林","3室3厅 | 89.51平米 | 南 | 精装 | 低楼层(共26层)  | 板楼"
